Filer,Filing,Id,Agency Prefix,Agency Name,Agency,Year,Period Start,Period End,Filing Date,Transaction Type,Filer Name,Department Name,Offices,Position Name,First Name,Middle Name,Last Name,Is City,Description City,Is County,Description County,Is Multi County,Description Multi County,Is State,Is Judge Or Court,Is Candidate,Candidate Election Year,Candidate Office Sought,Is Assuming,Date Assumed Office,Is Leaving,Leaving Statement Start Date,Date Left Office,Is Annual,Annual Start Date,Is Other,Description Other,Categories,Form,Internal,Schedule A1 Count,Schedule A2 Count,Schedule B Count,Schedule C1 Count,Schedule C2 Count,Schedule D Count,Schedule E Count, Comment Count
SFO-1730,160371485,438c653c756744369878e523def40cce,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,01/01/2015,12/31/2015,05/11/2016,Cover,"Bressan, Thomas",Residential Users Appeal Board,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Residential Users Appeal Board,electionDate:None",Member,Thomas,,Bressan,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,215,438c653c756744369878e523def40cce,0,0,2,2,0,0,0,0
SFO-1236,160369798,523c0bd52338444abf9e2c390fa091d5,SFO,City and County of San Francisco,SFO,2016,01/01/2015,04/22/2016,05/11/2016,Cover,"Coulter, Penny",Fine Arts Museums,"leavingDate:2016-04-22T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Trustee,filerDivisionBoardDistrict:Fine Arts Museums,electionDate:None",Trustee,Penny,,Coulter,true,San Francisco,true,San Francisco,false,,false,false,false,,,false,,true,,04/22/2016,true,,false,,1,215,523c0bd52338444abf9e2c390fa091d5,0,0,0,0,0,0,0,0
SFO-1594,160358792,437cfeae21fd4fd6b62fef91f82a264c,SFO,City and County of San Francisco,SFO,2016,03/09/2015,03/07/2016,05/09/2016,Cover,"Tsakopoulos Kounalakis, Eleni",Port Commission,"leavingDate:None,filerAgency:San Francisco Port Commission,assumingDate:2016-03-07T00:00:00.0000000-08:00,filerPosition:Commissioner,filerDivisionBoardDistrict:None,electionDate:None",,Eleni,Tsakopoulos,Kounalakis,true,San Francisco,true,San Francisco,false,,false,false,false,,,true,03/07/2016,false,,,false,,false,,,215,437cfeae21fd4fd6b62fef91f82a264c,5,3,1,6,0,0,0,6
SFO-153831,160355327,a01da302ae2b45cd961820d66432e3ee,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,11/22/2014,12/31/2015,05/06/2016,Cover,"Abe, Calvin",Residential Rent Stabilization and Arbitration Board,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Residential Rent Stabilization and Arbitration Board,electionDate:None",Board Member,Calvin,J,Abe,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,11/22/2014,false,,2,215,a01da302ae2b45cd961820d66432e3ee,0,1,1,1,1,0,0,0
SFO-153756,160353846,463e4a6814b4475ebdc1c2ea413fe992,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,01/01/2015,12/31/2015,05/06/2016,Cover,"Gamino Jr., Miguel",Department of Technology,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Executive Director/ CIO,filerDivisionBoardDistrict:Department of Technology,electionDate:None",Executive Director/ CIO,Miguel,Angel,Gamino Jr.,true,San Francisco,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,215,463e4a6814b4475ebdc1c2ea413fe992,10,1,0,0,0,0,1,0
SFO-154291,160353165,c161daf864264ccf82e381d8debaece0,SFO,City and County of San Francisco,SFO,2016,04/17/2015,04/15/2016,05/06/2016,Cover,"Carr, Christine",Finance Corporation,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:2016-04-15T00:00:00.0000000-07:00,filerPosition:Member,filerDivisionBoardDistrict:Finance Corporation,electionDate:None",,Christine,,Carr,true,San Francisco,true,San Francisco,false,,false,false,false,,,true,04/15/2016,false,,,false,,false,,,215,c161daf864264ccf82e381d8debaece0,0,0,1,0,0,0,0,0
SFO-1501,160352926,049afd13f82e46c38dbedd5c31652cf3,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,01/01/2015,12/31/2015,05/06/2016,Cover,"Covington, Francee",Fire Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Fire Commission,electionDate:None",Commissioner,Francee,,Covington,true,San Francisco,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,215,049afd13f82e46c38dbedd5c31652cf3,0,0,0,0,0,0,0,0
SFO-154319,160315378,be67c9536233478eac8289f7f2b3539e,SFO,City and County of San Francisco,SFO,2015,01/01/2015,12/31/2015,05/02/2016,Cover,"Brooks, Jamila",Redevelopment Successor Agency Oversight Board,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:2015-02-23T00:00:00.0000000-08:00,filerPosition:Commissioner,filerDivisionBoardDistrict:Redevelopment Successor Agency Oversight Board,electionDate:None",,Jamila,,Brooks,false,,true,San Francisco,false,,false,false,false,,,true,02/23/2015,false,,,true,,false,,,215,be67c9536233478eac8289f7f2b3539e,0,0,0,0,0,0,0,0
SFO-1914,160314897,22383955f65f46b2b8f265882f9e95f2,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,01/01/2015,12/31/2015,05/02/2016,Cover,"Ow, Richard",Aging & Adult Services Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Aging & Adult Services Commission,electionDate:None",Commissioner,Richard,,Ow,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,215,22383955f65f46b2b8f265882f9e95f2,0,0,0,0,0,0,0,0
SFO-154323,160283358,dc903a1c8c3645edb4ded1b4cda50c62,SFO,City and County of San Francisco,SFO,2016,04/01/2015,03/30/2016,04/28/2016,Cover,"Bryant, Estrella",Assessment Appeals Board,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:2016-03-30T00:00:00.0000000-07:00,filerPosition:Member,filerDivisionBoardDistrict:Assessment Appeals Board,electionDate:None",,Estrella,,Bryant,false,,true,San Francisco,false,,false,false,false,,,true,03/30/2016,false,,,false,,false,,1,215,dc903a1c8c3645edb4ded1b4cda50c62,0,0,0,0,0,0,0,0
SFO-154310,160258925,1b19d272ff5c4f7181aa02aad8a51b78,SFO,City and County of San Francisco,SFO,2016,03/30/2015,03/28/2016,04/27/2016,Cover,"Nill Sanchez, Andrea",Human Rights Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:2016-03-28T00:00:00.0000000-07:00,filerPosition:Commissioner,filerDivisionBoardDistrict:Human Rights Commission,electionDate:None",,Andrea,,Nill Sanchez,false,,true,San Francisco,false,,false,false,false,,,true,03/28/2016,false,,,false,,false,,2,215,1b19d272ff5c4f7181aa02aad8a51b78,15,0,0,3,1,0,0,0
SFO-154282,160240131,84a77f59e9244b8a8844f25efb196aff,SFO,City and County of San Francisco,SFO,2016,03/25/2015,03/23/2016,04/26/2016,Cover,"Farzan, Farschad",Law Library,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:2016-03-23T00:00:00.0000000-07:00,filerPosition:Trustee,filerDivisionBoardDistrict:Law Library,electionDate:None",,Farschad,,Farzan,false,,true,San Francisco,false,,false,false,false,,,true,03/23/2016,false,,,false,,false,,2,215,84a77f59e9244b8a8844f25efb196aff,0,0,0,0,0,0,0,0
SFO-153272,160213575,bf1cb75e90fc4768b48a2216e986e30a,SFO,City and County of San Francisco,SFO,2013,10/31/2012,10/30/2013,04/21/2016,Cover,"Harper, Kevin",Revenue Bond Oversight Committee,"leavingDate:2013-10-30T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Revenue Bond Oversight Committee,electionDate:None",Member,Kevin,W.,Harper,false,,true,San Francisco,false,,false,false,false,,,false,,true,10/31/2012,10/30/2013,false,,false,,1,199,bf1cb75e90fc4768b48a2216e986e30a,30,1,0,1,0,1,0,0
SFO-1665,160209843,a6cd37d645e84e3f8b35e2b027f9f388,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,01/01/2015,12/31/2015,04/21/2016,Cover,"Mazzucco, Thomas",Police Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Police Commission,electionDate:None",Commissioner,Thomas,,Mazzucco,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,215,a6cd37d645e84e3f8b35e2b027f9f388,0,1,1,1,0,0,0,0
SFO-1351,160197293,2da53d0cd30a49eaa7275c961ebe3a6f,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,01/01/2015,12/31/2015,04/19/2016,Cover,"Yamasaki, Jr., George",Human Services Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Human Services Commission,electionDate:None",Commissioner,George,,"Yamasaki, Jr.",false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,215,2da53d0cd30a49eaa7275c961ebe3a6f,0,1,0,0,0,0,0,0
SFO-153166,160181054,7df016474c0c4a83a3169bf168f78bc1,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,01/01/2015,12/31/2015,04/16/2016,Cover,"Moran, Laura",Workforce Investment Board,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Workforce Investment Board,electionDate:None|leavingDate:None,filerAgency:SFUSD,assumingDate:None,filerPosition:Chief of Staff/Deputy Director,filerDivisionBoardDistrict:None,electionDate:None",Member,Laura,,Moran,true,San Francisco,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,2,215,7df016474c0c4a83a3169bf168f78bc1,15,0,0,0,0,0,0,0
SFO-1350,160105445,94b40e46f8094d94862adf80a5faba80,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,01/01/2015,12/31/2015,04/07/2016,Cover,"Stewart, Pablo",Human Services Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Human Services Commission,electionDate:None",Commissioner,Pablo,,Stewart,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,215,94b40e46f8094d94862adf80a5faba80,14,2,3,0,0,0,0,0
SFO-154136,160175709,e30a4347f3924837834948425620e8dc,SFO,City and County of San Francisco                                                                    ,SFO,2015,10/07/2014,10/06/2015,04/14/2016,Cover,"Moshoyannis, Demetri (after 10/6/2015)",Entertainment Commission,"leavingDate:2015-10-06T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Entertainment Commission,electionDate:None",,Demetri (after 10/6/2015),,Moshoyannis,false,,true,San Francisco,false,,false,false,false,,,false,,true,10/07/2014,10/06/2015,false,,false,,1,199,e30a4347f3924837834948425620e8dc,0,0,0,0,0,0,0,0
SFO-1388,160174516,1967796a77a349b4a84f3b2b0b1d8f26,SFO,City and County of San Francisco,SFO,2015,05/27/2014,05/26/2015,04/14/2016,Cover,"Lew, Norman",Law Library,"leavingDate:2015-05-26T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Trustee,filerDivisionBoardDistrict:Law Library,electionDate:None",Trustee,Norman,,Lew,false,,true,San Francisco,false,,false,false,false,,,false,,true,,05/26/2015,false,,false,,2,215,1967796a77a349b4a84f3b2b0b1d8f26,0,0,0,0,0,0,0,0
SFO-152859,160137438,304f5045dac14ddd92cc785a9bac509b,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,01/01/2015,12/31/2015,04/12/2016,Cover,"Taylor-McGhee, Belle",Film Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Health Commission,electionDate:None|leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Film Commission,electionDate:None",Commissioner,Mary,E,Taylor-McGhee,true,San Francisco,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,215,304f5045dac14ddd92cc785a9bac509b,0,0,0,2,0,0,0,0
SFO-153285,160129782,14c94149dcbb40c28d16354f3920b458,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,01/01/2015,12/31/2015,04/11/2016,Cover,"Semel, Rita",Human Services Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Human Services Commission,electionDate:None",Commissioner,Rita,,Semel,true,san francisco,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,215,14c94149dcbb40c28d16354f3920b458,2,2,0,1,0,0,0,0
SFO-153009,160126468,5a96ad3afafc48bb9fb6bb7edf7337ac,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,01/01/2015,12/31/2015,04/10/2016,Cover,"Johnson, Christine",Planning Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Planning Commission,electionDate:None",Commissioner,Christine,,Johnson,true,San Francisco,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,215,5a96ad3afafc48bb9fb6bb7edf7337ac,3,0,0,2,0,0,0,0
SFO-1633,160124869,8f906c5085844c8a95c79309d8f38880,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,01/01/2015,12/31/2015,04/08/2016,Cover,"Rahaim, John","Planning Department, Redevelopment Successor Agency Oversight Board","leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Director of Planning,filerDivisionBoardDistrict:Planning Department,electionDate:None|leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Redevelopment Successor Agency Oversight Board,electionDate:None|leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Office of Community Investment and Infrastructure,electionDate:None","Director of Planning, Board Member",John,,Rahaim,true,San Francisco,true,San Francisco,false,,true,false,false,,,false,,false,,,true,,false,,1,215,8f906c5085844c8a95c79309d8f38880,0,0,0,0,0,3,0,0
SFO-153122,160121888,3eaeead34c86498393a81f6ad79bed66,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,01/01/2015,12/31/2015,04/08/2016,Cover,"Karshmer, Judith",Public Health Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Health Commission,electionDate:None",Commissioner,Judith,,Karshmer,true,San Francisco,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,215,3eaeead34c86498393a81f6ad79bed66,0,0,0,0,0,0,0,0
SFO-154304,160120833,7d1bd0fae35a4f66808e695f6a771578,SFO,City and County of San Francisco,SFO,2016,03/26/2015,03/24/2016,04/08/2016,Cover,"Deporto, Sylvia",Children & Families First Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:2016-03-24T00:00:00.0000000-07:00,filerPosition:Commissioner,filerDivisionBoardDistrict:Children & Families First Commission,electionDate:None",,Sylvia,,Deporto,false,,true,San Francisco,false,,false,false,false,,,true,03/24/2016,false,,,false,,false,,1,215,7d1bd0fae35a4f66808e695f6a771578,0,0,0,0,0,0,0,0
SFO-151510,160119925,72dfeb049ae845349e48a024e46215d9,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,01/01/2015,12/31/2015,04/08/2016,Cover,"Selby, Mary",Community College District,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Trustee,filerDivisionBoardDistrict:Community College District,electionDate:None|leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member of the Board of Trustees,filerDivisionBoardDistrict:Community College District,electionDate:None",Member of the Board of Trustees,Mary,,Selby,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,215,72dfeb049ae845349e48a024e46215d9,2,2,1,2,0,0,0,0
SFO-153233,160115339,7776048fb14f485a9b74d9d62e6a5d36,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,01/01/2015,12/31/2015,04/07/2016,Cover,"Roccanova, Gina",Civil Service Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Civil Service Commission,electionDate:None",Commissioner,Gina,,Roccanova,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,2,215,7776048fb14f485a9b74d9d62e6a5d36,0,0,0,0,0,0,0,0
SFO-1417,160112244,9c0c11b1cb8b4597a5af5523fa285570,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,01/01/2015,12/31/2015,04/07/2016,Cover,"McCray, Jr., James",Human Services Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commission,filerDivisionBoardDistrict:Building Inspection Commission,electionDate:None|leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Building Inspection Commission,electionDate:None|leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Human Services Commission,electionDate:None",Commissioner,James,,"McCray, Jr.",false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,215,9c0c11b1cb8b4597a5af5523fa285570,0,0,0,1,0,0,0,0
SFO-153088,160097480,d47c136039eb4e269ea2db46ba241bda,SFO,City and County of San Francisco,SFO,2016,01/01/2016,01/19/2016,04/06/2016,Cover,"Wong, Annie",Juvenile Probation Commission,"leavingDate:2016-01-19T00:00:00.0000000-08:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Juvenile Probation Commission,electionDate:None",Commissioner,Annie,,Wong,true,San Francisco,true,San Francisco,false,,false,false,false,,,false,,true,01/01/2016,01/19/2016,false,,false,,1,215,d47c136039eb4e269ea2db46ba241bda,0,0,0,0,0,0,0,0
SFO-153088,160097383,acd0722069b6446ebffedb8508dac6a4,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,01/01/2015,12/31/2015,04/06/2016,Cover,"Wong, Annie",Juvenile Probation Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Juvenile Probation Commission,electionDate:None",Commissioner,Annie,,Wong,true,San Francisco,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,215,acd0722069b6446ebffedb8508dac6a4,0,0,0,0,0,0,0,0
SFO-151910,160094864,f9f66e28ce3a4e588177e07f96d9bf4d,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,01/01/2015,12/31/2015,04/06/2016,Cover,"Levenson, Leo",Retiree Health Care Trust Fund Board,"leavingDate:2015-04-03T00:00:00.0000000-07:00,filerAgency:Successor to SF Redevelopment Agency/OCII,assumingDate:None,filerPosition:Deputy Director, Finance and Administration,filerDivisionBoardDistrict:None,electionDate:None|leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Retiree Health Care Trust Fund Board,electionDate:None|leavingDate:None,filerAgency:City of San Francisco,assumingDate:2015-04-06T00:00:00.0000000-07:00,filerPosition:Deputy Director, Finance & Administration,filerDivisionBoardDistrict:Department of Technology,electionDate:None",Member,Leo,Montefiore,Levenson,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,215,f9f66e28ce3a4e588177e07f96d9bf4d,34,1,0,0,0,0,0,0
SFO-151504,160094815,4bfc637f1b8548b6ac79c1a7d952abc0,SFO,City and County of San Francisco,SFO,2016,01/01/2015,03/29/2016,04/06/2016,Cover,"Hur, Benedict",Ethics Commission,"leavingDate:2016-03-29T00:00:00.0000000-07:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Ethics Commission,electionDate:None",Commissioner,Benedict,,Hur,false,,true,San Francisco,false,,false,false,false,,,false,,true,,03/29/2016,true,,false,,1,215,4bfc637f1b8548b6ac79c1a7d952abc0,0,0,1,1,0,1,0,0
SFO-151798,160088504,9d1b74199add4c95a163efacc949c77a,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,01/01/2015,12/31/2015,04/05/2016,Cover,"Hayon, Beverly",Ethics Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Ethics Commission,electionDate:None",Commissioner,Beverly,,Hayon,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,215,9d1b74199add4c95a163efacc949c77a,0,0,0,1,0,0,0,0
SFO-1385,160088111,56e3ab78f3724152903a232b07b7fef6,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,01/01/2015,12/31/2015,04/05/2016,Cover,"Chan, Lily",Golden Gate Park Concourse Authority,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Landmarks Preservation Advisory Board,electionDate:None|leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Board Member (Director),filerDivisionBoardDistrict:Golden Gate Park Concourse Authority,electionDate:None",Board Member (Director),Lily,,Chan,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,215,56e3ab78f3724152903a232b07b7fef6,0,0,4,3,0,0,0,0
SFO-153572,160086283,9d2afb23aaee4320adba1cdc5dfaeac8,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,01/01/2015,12/31/2015,04/05/2016,Cover,"Harp, Gabe",Juvenile Probation Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Juvenile Probation Commission,electionDate:None",Commissioner,Gabe,,Harp,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,2,215,9d2afb23aaee4320adba1cdc5dfaeac8,0,0,2,0,0,0,0,0
SFO-152791,160085512,9ac48088a3dd4b90aa1c94d298795e83,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,01/01/2015,12/31/2015,04/05/2016,Cover,"Dandillaya, Shoba",Residential Rent Stabilization and Arbitration Board,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Residential Rent Stabilization and Arbitration Board,electionDate:None|leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Residential Rent Stabilization and Arbitration Board,electionDate:None",Member,Shoba,,Dandillaya,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,2,215,9ac48088a3dd4b90aa1c94d298795e83,0,0,0,0,0,0,0,0
SFO-1639,160085227,b7c4d8b225854aaba6f451ba2935480d,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,01/01/2015,12/31/2015,04/05/2016,Cover,"Kahn, Scott",Human Services Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Human Services Commission,electionDate:None",Commissioner,Scott,L,Kahn,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,215,b7c4d8b225854aaba6f451ba2935480d,0,4,1,4,1,0,0,0
SFO-1510,160082851,6e27bab0e9314de38837e5276b1e76e4,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,01/01/2015,12/31/2015,04/05/2016,Cover,"Mosser, Neveo",Residential Rent Stabilization and Arbitration Board,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Residential Rent Stabilization and Arbitration Board,electionDate:None|leavingDate:None,filerAgency:residential rent stabilization board,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:rent Board Commission,electionDate:None|leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Residential Rent Stabilization and Arbitration Board,electionDate:None",Member,Neveo,D.,Mosser,true,San Francisco,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,2,215,6e27bab0e9314de38837e5276b1e76e4,0,6,0,1,0,0,0,0
SFO-1013,160082678,471e3546a4a2448aa658ab1612963ff2,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,01/01/2015,12/31/2015,04/05/2016,Cover,"Martin, John",Airport,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Airport,electionDate:None",Director,John,,Martin,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,215,471e3546a4a2448aa658ab1612963ff2,0,0,0,0,0,0,0,0
SFO-152940,160081181,ca44ec9e3e5649d9b424c5b478ee8a85,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,01/01/2015,12/31/2015,04/05/2016,Cover,"Carroll, Kevin",Workforce Investment Board,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition: Chair of Board,filerDivisionBoardDistrict:Workforce Investment Board,electionDate:None|leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Workforce Investment Board,electionDate:None",Member,Kevin,,Carroll,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,2,215,ca44ec9e3e5649d9b424c5b478ee8a85,3,0,1,0,0,0,0,0
SFO-152996,160079512,24b81878d4a6405cabd985b5f60676b2,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,01/01/2015,12/31/2015,04/05/2016,Cover,"Rucker, Toni",Workforce Investment Board,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Workforce Investment Board,electionDate:None",Board Member,Toni,,Rucker,true,San Francisco,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,2,215,24b81878d4a6405cabd985b5f60676b2,0,0,0,0,0,0,0,0
SFO-153399,160079265,91645a5338f44a6faa25a2441cd20e3c,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,01/01/2015,12/31/2015,04/05/2016,Cover,"Urbina, Anthony",Workforce Investment Board,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Workforce Investment Board,electionDate:None",Member,Anthony,Phillip,Urbina,false,,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,2,215,91645a5338f44a6faa25a2441cd20e3c,0,0,0,0,0,0,0,0
SFO-152901,160077729,fdd3207c3edf46819a1e6fd661e48717,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2015,01/01/2015,12/31/2015,04/05/2016,Cover,"Hui, Tom",Building Inspection Department of,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Director,filerDivisionBoardDistrict:Building Inspection Department of,electionDate:None",Director,Tom,,Hui,true,San Francisco,true,San Francisco,false,,false,false,false,,,false,,false,,,true,,false,,1,215,fdd3207c3edf46819a1e6fd661e48717,0,2,2,0,0,0,0,0
