Filer Name,Department Name,Position Name,Offices,Period Start,Period End,Filing Date,Filer,Filing,Id,Transaction Type,Name Of Business Entity,Business Description,Fair Market Value,Fair Market Value As Range,Nature Of Investment,Nature Of Investment Other Description,Partnership Amount,Partnership Amount As Range,Date Acquired,Date Disposed
"Wolfram, Andrew",Historic Preservation Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:President,filerDivisionBoardDistrict:Historic Preservation Commission,electionDate:None",01/01/2015,12/31/2015,03/28/2016,SFO-2007,159883662,65a696384c9d4db88dcd7c4b7ac10dfc,ScheduleA1,Home Depot,Consumer Goods,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Wolfram, Andrew",Historic Preservation Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:President,filerDivisionBoardDistrict:Historic Preservation Commission,electionDate:None",01/01/2015,12/31/2015,03/28/2016,SFO-2007,159883662,b79e04986ae24fc28d76e984d70233d5,ScheduleA1,HCP Inc,REIT,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,,
"Wolfram, Andrew",Historic Preservation Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:President,filerDivisionBoardDistrict:Historic Preservation Commission,electionDate:None",01/01/2015,12/31/2015,03/28/2016,SFO-2007,159883662,b8ab6e18727343409265145032f75cbd,ScheduleA1,Proctor and Gamble,Consumer goods,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Wolfram, Andrew",Historic Preservation Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:President,filerDivisionBoardDistrict:Historic Preservation Commission,electionDate:None",01/01/2015,12/31/2015,03/28/2016,SFO-2007,159883662,94bcd2a86c3f4fecaa9b398abea494b6,ScheduleA1,Waste Management,waste management,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Wolfram, Andrew",Historic Preservation Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:President,filerDivisionBoardDistrict:Historic Preservation Commission,electionDate:None",01/01/2015,12/31/2015,03/28/2016,SFO-2007,159883662,02c0ce5110884066806c3b9ec0694a68,ScheduleA1,TEF Architecture and Interior Design,Architectural Services,2000.00,"$2,000 - $10,000",Other,Shares,0.00,Unset,,
"Wolfram, Andrew",Historic Preservation Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:President,filerDivisionBoardDistrict:Historic Preservation Commission,electionDate:None",01/01/2015,12/31/2015,03/28/2016,SFO-2007,159883662,2acac1a8ea2447439ec33c19c0cfb7df,ScheduleA1,State of California 6.65%22,State Municipal Bond,10000.00,"$10,001 - $100,000",Other,Municipal Bond,0.00,Unset,,
"Wolfram, Andrew",Historic Preservation Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:President,filerDivisionBoardDistrict:Historic Preservation Commission,electionDate:None",01/01/2015,12/31/2015,03/28/2016,SFO-2007,159883662,e59530bb67f34874a3d3806cef4fc44a,ScheduleA1,Altria Group,Consumer Goods,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,,
"Wolfram, Andrew",Historic Preservation Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:President,filerDivisionBoardDistrict:Historic Preservation Commission,electionDate:None",01/01/2015,12/31/2015,03/28/2016,SFO-2007,159883662,acc49b03c4ca4875ba820535621246df,ScheduleA1,Conoco Phillips,Energy,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Wolfram, Andrew",Historic Preservation Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:President,filerDivisionBoardDistrict:Historic Preservation Commission,electionDate:None",01/01/2015,12/31/2015,03/28/2016,SFO-2007,159883662,24dd6498124e4ff28ed1b5b85c3bfdcd,ScheduleA1,Ecolab Inc,Food safety,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Wolfram, Andrew",Historic Preservation Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:President,filerDivisionBoardDistrict:Historic Preservation Commission,electionDate:None",01/01/2015,12/31/2015,03/28/2016,SFO-2007,159883662,bf2ad676f78844bba332558f506f2a58,ScheduleA1,Genuine Parts Co,Automotive,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Chu, Carmen",Assessor-Recorder,Assessor-Recorder,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Assessor-Recorder,filerDivisionBoardDistrict:Assessor-Recorder,electionDate:None|leavingDate:None,filerAgency:Committee on County Tax Collecting Procedures,assumingDate:None,filerPosition:Appointed Member,filerDivisionBoardDistrict:California Controller's Office,electionDate:None",01/01/2015,12/31/2015,03/29/2016,SFO-1104,159920432,c7de97b579e64fe890da6d0e524fe2fe,ScheduleA1,Apple Inc.,Retail/Electronics,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Chu, Carmen",Assessor-Recorder,Assessor-Recorder,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Assessor-Recorder,filerDivisionBoardDistrict:Assessor-Recorder,electionDate:None|leavingDate:None,filerAgency:Committee on County Tax Collecting Procedures,assumingDate:None,filerPosition:Appointed Member,filerDivisionBoardDistrict:California Controller's Office,electionDate:None",01/01/2015,12/31/2015,03/29/2016,SFO-1104,159920432,9677ac3aaa744bbc9fe3f00fe66249c6,ScheduleA1,National Oilwell Varco Inc.,Energy equipment and components company,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,,
"Chu, Carmen",Assessor-Recorder,Assessor-Recorder,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Assessor-Recorder,filerDivisionBoardDistrict:Assessor-Recorder,electionDate:None|leavingDate:None,filerAgency:Committee on County Tax Collecting Procedures,assumingDate:None,filerPosition:Appointed Member,filerDivisionBoardDistrict:California Controller's Office,electionDate:None",01/01/2015,12/31/2015,03/29/2016,SFO-1104,159920432,4a7970b71fc94c8dafed3ca35eefac0a,ScheduleA1,McDonald's Corp.,Food Chain,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Chu, Carmen",Assessor-Recorder,Assessor-Recorder,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Assessor-Recorder,filerDivisionBoardDistrict:Assessor-Recorder,electionDate:None|leavingDate:None,filerAgency:Committee on County Tax Collecting Procedures,assumingDate:None,filerPosition:Appointed Member,filerDivisionBoardDistrict:California Controller's Office,electionDate:None",01/01/2015,12/31/2015,03/29/2016,SFO-1104,159920432,81912f06d0f049cc816cd40de2426e70,ScheduleA1,Nike Inc.,"Retail/Sports Apparel, Accessories, Equipment, etc.",10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Chu, Carmen",Assessor-Recorder,Assessor-Recorder,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Assessor-Recorder,filerDivisionBoardDistrict:Assessor-Recorder,electionDate:None|leavingDate:None,filerAgency:Committee on County Tax Collecting Procedures,assumingDate:None,filerPosition:Appointed Member,filerDivisionBoardDistrict:California Controller's Office,electionDate:None",01/01/2015,12/31/2015,03/29/2016,SFO-1104,159920432,352b569d5c634c90b9915abd29f09118,ScheduleA1,Coach Inc.,"Retail/Accessories, Apparel, etc.",2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,,
"Chu, Carmen",Assessor-Recorder,Assessor-Recorder,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Assessor-Recorder,filerDivisionBoardDistrict:Assessor-Recorder,electionDate:None|leavingDate:None,filerAgency:Committee on County Tax Collecting Procedures,assumingDate:None,filerPosition:Appointed Member,filerDivisionBoardDistrict:California Controller's Office,electionDate:None",01/01/2015,12/31/2015,03/29/2016,SFO-1104,159920432,3fc98cd63a354e22be13b6d247d32605,ScheduleA1,Starbucks Corp.,Retail/Coffee,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Chu, Carmen",Assessor-Recorder,Assessor-Recorder,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Assessor-Recorder,filerDivisionBoardDistrict:Assessor-Recorder,electionDate:None|leavingDate:None,filerAgency:Committee on County Tax Collecting Procedures,assumingDate:None,filerPosition:Appointed Member,filerDivisionBoardDistrict:California Controller's Office,electionDate:None",01/01/2015,12/31/2015,03/29/2016,SFO-1104,159920432,6c87430bfb21475cb627b798ac3bcc09,ScheduleA1,"Whole Foods Market, Inc.",Retail/Grocery,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,,
"Conlan, Mervin",Assessment Appeals Board,Member,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Assessment Appeals Board,electionDate:None",01/01/2015,12/31/2015,03/25/2016,SFO-1071,159870786,918a9521650e4109b29aa120e96ad516,ScheduleA1,Ed Jones,Investment advisory,100000.00,"$100,001 - $1,000,000",Other,stocks/bonds/mutual funds,0.00,Unset,,
"Lindsay, Andrew",Workforce Investment Board,Member,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Workforce Investment Board,electionDate:None",01/01/2015,12/31/2015,03/28/2016,SFO-152937,159883534,c8979b37a92249e38c2e1f6a8e63abee,ScheduleA1,AliphCom,Develops human-centered wearable technology and audio devices.,100000.00,"$100,001 - $1,000,000",Other,Stock options,0.00,Unset,,
"Wan, Sarah Ching Ting",Environment Commission on the,Member,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Environment Commission on the,electionDate:None",01/01/2015,12/31/2015,03/26/2016,SFO-151495,159880302,2b099e9ed83c4fcb850155bb3e314a42,ScheduleA1,Hartford,IRA (Indiviudal Retirement Account),10000.00,"$10,001 - $100,000",Other,IRA,0.00,Unset,,
"Johns, Eleanor",Airport Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Airport Commission,electionDate:None",01/01/2015,12/31/2015,03/28/2016,SFO-1015,159896806,ecad6932b56d43beb4b61d64c4513b9b,ScheduleA1,IBM,computers,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Richardson, Linda",Treasure Island Development Authority,Member,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Treasure Island Development Authority,electionDate:None",01/01/2015,12/31/2015,03/29/2016,SFO-1718,159920840,d1994df5963b44af92a9142d418d1e5c,ScheduleA1,BP,Energy,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,,
"Richardson, Linda",Treasure Island Development Authority,Member,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Treasure Island Development Authority,electionDate:None",01/01/2015,12/31/2015,03/29/2016,SFO-1718,159920840,5e688658421444c2ab0b65d09a91d43a,ScheduleA1,FACEBOOK,SOCIAL MEDIA,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Richardson, Linda",Treasure Island Development Authority,Member,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Treasure Island Development Authority,electionDate:None",01/01/2015,12/31/2015,03/29/2016,SFO-1718,159920840,456fd7be12654de6ad4ce0dd54423d9b,ScheduleA1,Twitter,Technology,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,,
"Richardson, Linda",Treasure Island Development Authority,Member,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Treasure Island Development Authority,electionDate:None",01/01/2015,12/31/2015,03/29/2016,SFO-1718,159920840,f7f1348e72644f5999c2f5649421bdf2,ScheduleA1,GENERAL ELECTRIC,"Consumer, Industrial Products",10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Richardson, Linda",Treasure Island Development Authority,Member,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Treasure Island Development Authority,electionDate:None",01/01/2015,12/31/2015,03/29/2016,SFO-1718,159920840,2dd249760ce84fc28755a6d35960b20b,ScheduleA1,PFIZER,Phamaceuticals,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Richardson, Linda",Treasure Island Development Authority,Member,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Treasure Island Development Authority,electionDate:None",01/01/2015,12/31/2015,03/29/2016,SFO-1718,159920840,c58da9c0d5154a98b194c1029b070d15,ScheduleA1,Bank of America,Bank of America,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Richardson, Linda",Treasure Island Development Authority,Member,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Treasure Island Development Authority,electionDate:None",01/01/2015,12/31/2015,03/29/2016,SFO-1718,159920840,c1cf59293a214515b8dbdca4a59d89ed,ScheduleA1,ZOETIS,Pharmaceuticals,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,,
"Richardson, Linda",Treasure Island Development Authority,Member,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Treasure Island Development Authority,electionDate:None",01/01/2015,12/31/2015,03/29/2016,SFO-1718,159920840,287a09ece096433380538da853b0e36c,ScheduleA1,Panasonic,Technology,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,,
"Richardson, Linda",Treasure Island Development Authority,Member,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Treasure Island Development Authority,electionDate:None",01/01/2015,12/31/2015,03/29/2016,SFO-1718,159920840,a159104f3f07406ab3dfea547a3f670a,ScheduleA1,Kinder Morgan InCorp,Energy,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,10/13/2015,
"Richardson, Linda",Treasure Island Development Authority,Member,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Treasure Island Development Authority,electionDate:None",01/01/2015,12/31/2015,03/29/2016,SFO-1718,159920840,596a46264a484cb4b5e292646ef2f4ad,ScheduleA1,Twitter,Technology ,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,05/06/2014,10/13/2015
"Richardson, Linda",Treasure Island Development Authority,Member,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Treasure Island Development Authority,electionDate:None",01/01/2015,12/31/2015,03/29/2016,SFO-1718,159920840,95a90de440284199853c48521d9ddb1d,ScheduleA1,Enerplus,Energy,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,,10/13/2015
"Richardson, Linda",Treasure Island Development Authority,Member,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Treasure Island Development Authority,electionDate:None",01/01/2015,12/31/2015,03/29/2016,SFO-1718,159920840,c980b2facc1b471fbac1d6ca19f2cc30,ScheduleA1,ENERPLUS,ENERGY,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,,
"Richardson, Linda",Treasure Island Development Authority,Member,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Treasure Island Development Authority,electionDate:None",01/01/2015,12/31/2015,03/29/2016,SFO-1718,159920840,1597c5fcd1a84678b67d14ba005a5646,ScheduleA1,Redwood TRust,"Real Estate, Securities Investment",2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,,
"Richardson, Linda",Treasure Island Development Authority,Member,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Treasure Island Development Authority,electionDate:None",01/01/2015,12/31/2015,03/29/2016,SFO-1718,159920840,28bd75c720f94b33bbb58b33ce21fb14,ScheduleA1,ALIBABA Group HLDG LTD,Technology (E-Commerce),2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,,
"Carr, Michael",Finance Corporation,Chief Financial Officer,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Director of Workforce,filerDivisionBoardDistrict:Office of Economic Workforce Development,electionDate:None",01/01/2015,12/31/2015,03/25/2016,SFO-153749,159873835,07453c28a99f40f2936615f4a60dfaeb,ScheduleA1,Delta Air Lines Retirement,Airline retirement,10000.00,"$10,001 - $100,000",Other,Retirement plan,0.00,Unset,,
"Carr, Michael",Finance Corporation,Chief Financial Officer,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Director of Workforce,filerDivisionBoardDistrict:Office of Economic Workforce Development,electionDate:None",01/01/2015,12/31/2015,03/25/2016,SFO-153749,159873835,47be50ddb58d437ab700bfd9cb1b5c39,ScheduleA1,Fidelity Retirement ,Personal Retirement,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Caminong, Dori",Entertainment Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Entertainment Commission,electionDate:None",03/04/2015,12/31/2015,03/29/2016,SFO-153913,159919691,76334fd8db2043f381b3b670daa935a3,ScheduleA1,General Board of Pension and Health Benefits of the United Methodist Church,Non-Profit,10000.00,"$10,001 - $100,000",Other,403B,0.00,Unset,,
"Arnold, Phil",Housing Authority Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Housing Authority Commission,electionDate:None",01/01/2015,12/31/2015,03/28/2016,SFO-153051,159901158,e456bf39d5ed433685b57cdcb82f6999,ScheduleA1,Alibaba Group,Equities,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,02/01/2015,
"Arnold, Phil",Housing Authority Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Housing Authority Commission,electionDate:None",01/01/2015,12/31/2015,03/28/2016,SFO-153051,159901158,4f78b8b85fd0414ea11b4daeeb95898c,ScheduleA1,Cheveon,Energy,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,06/15/2015,
"Arnold, Phil",Housing Authority Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Housing Authority Commission,electionDate:None",01/01/2015,12/31/2015,03/28/2016,SFO-153051,159901158,310627a45c3b49a99108f7f0e29f493f,ScheduleA1,Kraft/Heinz,Food,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,07/01/2015,
"Arnold, Phil",Housing Authority Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Housing Authority Commission,electionDate:None",01/01/2015,12/31/2015,03/28/2016,SFO-153051,159901158,55fb8edeab234df7bbb78f7af7cd210f,ScheduleA1,Starbucks,Coffee,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,05/01/2015,
"Arnold, Phil",Housing Authority Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Housing Authority Commission,electionDate:None",01/01/2015,12/31/2015,03/28/2016,SFO-153051,159901158,ea0ffe1574f643caaeebab5eada4c5f7,ScheduleA1,Lyondellbasell,Equities,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,07/01/2015,
"Arnold, Phil",Housing Authority Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Housing Authority Commission,electionDate:None",01/01/2015,12/31/2015,03/28/2016,SFO-153051,159901158,4f8cc841dfb04332bab1e5b9d26d13f6,ScheduleA1,Apple Inc,Computers,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,06/01/2015,
"Arnold, Phil",Housing Authority Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Housing Authority Commission,electionDate:None",01/01/2015,12/31/2015,03/28/2016,SFO-153051,159901158,98b58b0d21c744459c570b66c7fdfda8,ScheduleA1,Vodafone,Communications,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,07/15/2015,
"Arnold, Phil",Housing Authority Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Housing Authority Commission,electionDate:None",01/01/2015,12/31/2015,03/28/2016,SFO-153051,159901158,e61a0b63c3274f1aa0d24e6aca0f0e13,ScheduleA1,Alphabet Inc,Equities,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,06/01/2015,
"Arnold, Phil",Housing Authority Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Housing Authority Commission,electionDate:None",01/01/2015,12/31/2015,03/28/2016,SFO-153051,159901158,636c11b240e8426c9214d4e73cb51e39,ScheduleA1,Blackrock Inc,Equities,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,06/15/2015,
"Arnold, Phil",Housing Authority Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Housing Authority Commission,electionDate:None",01/01/2015,12/31/2015,03/28/2016,SFO-153051,159901158,c7dcec9a3bc84f7aa3d846ff43449dc4,ScheduleA1,Procter & Gamble,Households,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,05/01/2015,
"Caminong, Dori",Entertainment Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:2015-03-03T00:00:00.0000000-08:00,filerPosition:Commissioner,filerDivisionBoardDistrict:Entertainment Commission,electionDate:None",03/04/2014,03/03/2015,03/22/2016,SFO-153913,159336651,79baf0faa9a94ec1abf2cb107ba49ae5,ScheduleA1,General Board of Pension and Health Benefits of the United Methodist Church,Non-Profit,10000.00,"$10,001 - $100,000",Other,403B,0.00,Unset,,
"Su, Maria","Children Youth and Families Department of, Children & Families First Commission","Executive Director, Member","leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Department Head,filerDivisionBoardDistrict:Children Youth and Families Department of,electionDate:None|leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Children & Families First Commission,electionDate:None",01/01/2015,12/31/2015,03/25/2016,SFO-1909,159854689,19ccc1a3401f4c35b90b7bf3460a7875,ScheduleA1,Salesforce.com,Technology,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Reynolds, James",Assessment Appeals Board,Member,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Assessment Appeals Board,electionDate:None",01/24/2015,12/31/2015,03/22/2016,SFO-153879,159336940,d95e843d60b846748fb52539be3bd725,ScheduleA1,General Electric,Conglomerate,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Reynolds, James",Assessment Appeals Board,Member,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Assessment Appeals Board,electionDate:None",01/24/2015,12/31/2015,03/22/2016,SFO-153879,159336940,26e06ef89a884a028b5e1e7a0b8ec937,ScheduleA1,Consolidated Communication,Telephone,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Pating, David",Public Health Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Health Commission,electionDate:None",01/01/2015,12/31/2015,03/22/2016,SFO-153777,159342596,9c8156daf67645b28f429bb89f203823,ScheduleA1,The Permanente Medical Group,Medical Services,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Wolski, Armin",Board of Examiners,Member,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Board of Examiners,electionDate:None",01/01/2015,12/31/2015,03/24/2016,SFO-1739,159845290,63ff49b1a6a0413390b3ff47d6bb4338,ScheduleA1,Southwest Airlines,Airline,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,,
"Chan, Douglas",Civil Service Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Civil Service Commission,electionDate:None",01/01/2015,12/31/2015,03/24/2016,SFO-1686,159376672,92c328f7a2f84404aa8fb75736e556a2,ScheduleA1,Blackrock Calif. Muni. Income Trust,mutual fund,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Chan, Douglas",Civil Service Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Civil Service Commission,electionDate:None",01/01/2015,12/31/2015,03/24/2016,SFO-1686,159376672,f3ce6dd5e5924263a344fd64628b57a7,ScheduleA1,The Boeing Company (BA),aerospace,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,,
"Chan, Douglas",Civil Service Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Civil Service Commission,electionDate:None",01/01/2015,12/31/2015,03/24/2016,SFO-1686,159376672,947fb0a29d1c460891b9d65ea3ebb11e,ScheduleA1,"Himax Technologies, Inc. (HIMX)","semiconductor company, provides display imaging processing technologies",2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,,
"Chan, Douglas",Civil Service Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Civil Service Commission,electionDate:None",01/01/2015,12/31/2015,03/24/2016,SFO-1686,159376672,200464469bd04261934f127eea3f736c,ScheduleA1,Johnson Controls Inc. (JCI),diversified technology and industrial mfr.,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,,06/19/2015
"Chan, Douglas",Civil Service Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Civil Service Commission,electionDate:None",01/01/2015,12/31/2015,03/24/2016,SFO-1686,159376672,b525126e30894bc7a1984306ad1c68ca,ScheduleA1,UnitedHealth Group [UNH],health insurancew,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,04/29/2015,
"Chan, Douglas",Civil Service Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Civil Service Commission,electionDate:None",01/01/2015,12/31/2015,03/24/2016,SFO-1686,159376672,8ebcf181ef26428188c5fce1b4a1c566,ScheduleA1,"Radius Health, Inc. (RDUS)",biopharmaceutical company,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,07/07/2015,
"Chan, Douglas",Civil Service Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Civil Service Commission,electionDate:None",01/01/2015,12/31/2015,03/24/2016,SFO-1686,159376672,b7d31113578f42acb2de4a4d0e3f87db,ScheduleA1,Invesco Calif. Value Muni Income Tr,investment co.,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
